User ID,Order ID,Order Status,Merchant,subtotal,tax,fees,promotion,order datetime,delivery datetime,Cancellation reason,NPS,Commission Rate,Is Split Order,Is Manual Reload,Delivery Attempts,Num Items
VAJ2K,QSI8IYBC,Successful,The Copper Kettle,11.49,0.66,3.71,0.0,2023-02-28 21:16:00,2023-02-28 21:29:09.231301788,,9,0.12,False,False,1,1
GJQ0A,4RRYV960,Successful,Hearthstone House,23.49,1.35,3.52,4.7,2023-02-28 21:25:00,2023-02-28 22:01:43.653872484,,7,0.2,True,False,1,2
PK0ZF,L3EXTS6Y,Successful,The Tipsy Artichoke,50.4,2.9,7.56,0.0,2023-02-28 21:40:00,2023-02-28 21:53:10.079981574,,9,0.17,False,False,1,6
DPEHD,A7RYZY26,Successful,The Willow Snug,18.24,1.05,7.73,0.0,2023-02-28 21:44:00,2023-02-28 22:26:11.524174116,,5,0.2,False,False,1,1
I10KQ,RNL3F5TN,Successful,Noodle Theory,43.2,2.48,8.47,8.64,2023-02-28 21:45:00,2023-02-28 22:03:04.758707940,,8,0.17,False,False,1,4
UHIWZ,3MWG24UN,Successful,Aura & Ash,7.13,0.41,1.07,0.0,2023-02-28 21:46:00,2023-02-28 22:06:26.111413170,,8,0.2,False,False,1,1
Z4JQI,68HJGWBW,Successful,The Willow Snug,19.77,1.14,7.96,5.0,2023-02-28 21:47:00,2023-02-28 22:09:00.606241194,,8,0.2,False,False,1,2
S2W1I,XUQ9WZUU,Successful,The Gilded Root,57.15,3.29,11.56,0.0,2023-02-28 21:55:00,2023-02-28 22:28:04.900618896,,7,0.2,False,False,1,6
095UH,F7K5MTVG,Cancelled by Merchant,Noodle Theory,9.82,0.56,6.46,0.0,2023-03-01 08:06:00,2023-03-01 08:16:46.745380674,Merchant Not Accepting Orders,8,0.17,False,False,1,1
1T53Y,YA4Y34YY,Successful,Crust,12.19,0.7,6.82,5.0,2023-03-01 08:10:00,2023-03-01 08:24:18.825652884,,10,0.2,False,False,1,1
6LH07,JR6JP3ZJ,Successful,Thistle & Thread,20.24,1.16,8.03,5.0,2023-03-01 08:11:00,2023-03-01 08:27:01.049741286,,7,0.12,False,False,1,3
RC85E,3XMCL1YE,Successful,Thistle & Thread,22.86,1.31,8.42,4.57,2023-03-01 08:11:00,2023-03-01 08:20:36.565328712,,8,0.12,False,False,1,3
OFCX7,GHZNZEV8,Successful,Thistle & Thread,14.13,0.81,7.11,0.0,2023-03-01 08:22:00,2023-03-01 08:34:08.169877332,,9,0.12,False,False,1,1
LA100,M4EO0XJJ,Cancelled by Zipline,Marrow,18.23,1.05,4.72,0.0,2023-03-01 08:32:00,2023-03-01 08:42:51.968827584,Item Out of Stock,6,0.2,False,False,1,2
CDK36,39DXE41F,Successful,Zest,12.97,0.75,1.95,0.0,2023-03-01 08:34:00,2023-03-01 08:53:51.453993390,,9,0.12,False,False,1,1
QGU3O,HBOBVGYI,Successful,Zest,11.94,0.69,6.78,5.0,2023-03-01 08:38:00,2023-03-01 09:02:27.693525846,,10,0.12,False,False,1,1
JHJXQ,UYI005IM,Successful,Zest,10.67,0.61,1.6,0.0,2023-03-01 08:45:00,2023-03-01 08:53:12.083662968,,10,0.12,False,False,1,2
YV37D,93S8DYDG,Cancelled by Merchant,Zest,9.24,0.53,6.38,1.85,2023-03-01 08:46:00,2023-03-01 08:55:09.374507010,Fulfillment Failure,9,0.12,False,False,1,1
6A3KK,7G4MJZE7,Successful,Zest,8.13,0.47,6.21,0.0,2023-03-01 08:48:00,2023-03-01 08:58:10.903367166,,9,0.12,False,False,1,1
OZX25,CN6CYO51,Cancelled by Zipline,Zest,8.94,0.51,6.33,5.0,2023-03-01 08:51:00,2023-03-01 08:59:41.997862980,Fulfillment Failure,7,0.12,False,False,1,1
4IVSO,82OXLMYQ,Successful,Zest,11.27,0.65,6.68,0.0,2023-03-01 08:58:00,2023-03-01 09:18:04.743987390,,8,0.12,True,False,1,2
B4XGM,7RIJGBUL,Successful,Thistle & Thread,12.07,0.69,6.8,5.0,2023-03-01 09:01:00,2023-03-01 09:12:38.149060104,,7,0.12,False,False,1,1
BCLTR,OPRM3X4B,Successful,Sage & Stone,13.59,0.78,7.03,2.72,2023-03-01 09:01:00,2023-03-01 09:19:38.164241148,,8,0.2,False,False,1,1
GYRW6,TKP235VC,Successful,Thistle & Thread,24.96,1.44,8.73,0.0,2023-03-01 09:04:00,2023-03-01 09:15:18.976137822,,6,0.12,False,False,1,3
ZN8Z4,YWY1ENMW,Successful,Sage & Stone,12.43,0.71,1.86,0.0,2023-03-01 09:06:00,2023-03-01 09:19:52.265923692,,7,0.2,False,False,1,2
BA7DO,ZJ719VP4,Successful,Brine,22.46,1.29,5.36,0.0,2023-03-01 09:25:00,2023-03-01 09:52:38.370383538,,7,0.2,False,False,1,1
UK15U,U5TUBVVM,Successful,Hearthstone House,10.22,0.59,6.52,0.0,2023-03-01 09:41:00,2023-03-01 09:50:13.685094834,,9,0.12,False,True,1,1
XNCML,1FMS898C,Cancelled by Merchant,Zest,10.76,0.62,6.6,0.0,2023-03-01 09:43:00,2023-03-01 09:55:25.024922442,Merchant Not Accepting Orders,8,0.12,False,False,1,1
O5URT,I71YCYH0,Successful,Vellum,27.8,1.6,6.16,0.0,2023-03-01 09:44:00,2023-03-01 10:04:15.822795282,,9,0.17,False,False,1,3
E1SOF,5GTPY7KQ,Successful,Brine,14.24,0.82,2.14,0.0,2023-03-01 09:46:00,2023-03-01 10:00:01.414975134,,7,0.12,False,True,1,1
9OINU,51WE2OJ6,Successful,Sage & Stone,9.72,0.56,6.45,1.94,2023-03-01 09:54:00,2023-03-01 10:12:04.280583660,,10,0.2,False,False,1,1
PU5WH,T1KCGQQC,Successful,Vellum,27.15,1.56,6.06,0.0,2023-03-01 09:59:00,2023-03-01 10:15:27.535790862,,9,0.17,False,False,1,3
A1WJ0,ZFY5YB2V,Cancelled by Zipline,Fork in the Road,28.41,1.63,6.25,0.0,2023-03-01 09:59:00,2023-03-01 10:06:44.507563884,Weather Downtime,9,0.17,False,False,1,2
PLHS9,0JY67U6O,Successful,Vellum,25.66,1.48,3.85,5.13,2023-03-01 10:04:00,2023-03-01 10:37:06.016103346,,7,0.17,False,False,1,1
P5YRO,JOPPRILU,Successful,Fork in the Road,34.85,2.0,7.22,0.0,2023-03-01 10:15:00,2023-03-01 10:30:38.869361754,,8,0.17,True,False,1,4
76C1K,6714SI9P,Successful,Crust,8.96,0.52,6.33,0.0,2023-03-01 10:19:00,2023-03-01 10:55:30.163344090,,6,0.2,False,False,1,1
QQXBV,5L02MOYQ,Successful,Obsidian Kitchen,53.62,3.08,11.03,0.0,2023-03-01 10:31:00,2023-03-01 10:50:28.391919774,,10,0.17,False,False,1,6
KFMM0,7WQH11WE,Successful,Zest,12.67,0.73,6.89,0.0,2023-03-01 10:33:00,2023-03-01 11:04:45.834173280,,8,0.12,False,False,1,1
NZ6D8,WQFXNM4Y,Successful,Noodle Theory,66.78,3.84,12.01,0.0,2023-03-01 10:47:00,2023-03-01 11:28:07.468076124,,6,0.17,False,False,1,6
9P3JP,VTH4OQSR,Successful,Aura & Ash,7.95,0.46,3.18,0.0,2023-03-01 10:54:00,2023-03-01 11:24:23.996999268,,6,0.2,False,False,1,1
7H2CP,XGCJFQRD,Successful,Zest,12.36,0.71,6.84,0.0,2023-03-01 10:56:00,2023-03-01 11:10:42.670402722,,9,0.12,False,False,1,1
UPFLN,O5V3JPN5,Successful,Sage & Stone,7.17,0.41,6.07,0.0,2023-03-01 11:09:00,2023-03-01 11:49:11.258888124,,7,0.2,False,False,1,1
FLIJI,2ULTY6HV,Successful,Kindle & Cane,14.0,0.8,4.09,0.0,2023-03-01 11:15:00,2023-03-01 11:27:59.261137200,,9,0.17,False,False,2,1
ZA0CO,UUJONBG9,Successful,Hearthstone House,51.41,2.96,10.7,0.0,2023-03-01 11:16:00,2023-03-01 11:35:42.857918862,,8,0.17,False,False,1,4
KPG3D,3TW3VTYU,Successful,Marrow,21.17,1.22,3.18,0.0,2023-03-01 11:18:00,2023-03-01 11:55:58.733957460,,4,0.2,False,False,1,3
X05H3,OR8CBK16,Successful,The Gilded Root,52.53,3.02,7.88,0.0,2023-03-01 11:21:00,2023-03-01 13:21:29.557261086,,1,0.2,False,False,1,6
ECJUI,2WY0UFBC,Successful,Crust,10.88,0.63,6.62,5.0,2023-03-01 11:22:00,2023-03-01 11:50:24.983187900,,7,0.2,True,False,1,1
CULOQ,RVSNUOWC,Successful,The Copper Kettle,18.49,1.06,4.76,0.0,2023-03-01 11:22:00,2023-03-01 11:34:38.470495704,,8,0.12,False,False,1,1
UM94W,9CBI2MKN,Successful,The Tipsy Artichoke,32.35,1.86,9.84,5.0,2023-03-01 11:28:00,2023-03-01 11:46:48.927296988,,8,0.17,False,False,1,2
YX2CB,PIP1WJ4M,Successful,Brine,19.24,1.11,2.89,0.0,2023-03-01 11:31:00,2023-03-01 11:39:23.302205832,,8,0.2,False,False,1,2
BLQI1,Y4EAP4MG,Successful,Sage & Stone,6.96,0.4,1.04,0.0,2023-03-01 11:33:00,2023-03-01 12:07:17.620348632,,7,0.2,False,False,1,1
18BYP,WRW1SAYA,Successful,Crust,10.01,0.58,1.5,0.0,2023-03-01 11:33:00,2023-03-01 11:40:00.000000000,,10,0.2,False,False,1,2
CZP0N,TOPNOY6T,Successful,Aura & Ash,7.49,0.43,3.11,0.0,2023-03-01 11:37:00,2023-03-01 11:52:05.152219140,,8,0.2,False,False,1,1
0IC1L,S0YVZVAS,Successful,The Tipsy Artichoke,60.69,3.49,9.1,12.14,2023-03-01 11:58:00,2023-03-01 12:47:17.779789254,,6,0.17,False,False,1,6
5XJXN,T7P917QH,Successful,The Gilded Root,69.9,4.02,13.48,13.98,2023-03-01 11:59:00,2023-03-01 12:35:03.973023167,,7,0.2,False,False,1,7
YS0WI,9IVTQ6UL,Successful,Brine,13.08,0.75,3.95,0.0,2023-03-01 12:00:00,2023-03-01 12:21:00.462603312,,7,0.2,False,False,1,1
V6CKM,07SLR1UU,Cancelled by Zipline,Marrow,11.83,0.68,1.77,0.0,2023-03-01 12:01:00,2023-03-01 12:14:35.585068278,Fulfillment Failure,6,0.2,False,False,1,2
5WRYE,EK60KFJP,Successful,The Gilded Root,51.7,2.97,10.75,0.0,2023-03-01 12:05:00,2023-03-01 12:52:59.089537458,,7,0.2,False,False,1,6
FGM1T,BIDDVYYQ,Successful,Vellum,36.78,2.11,7.51,0.0,2023-03-01 12:09:00,2023-03-01 12:19:24.614916594,,9,0.17,False,False,1,3
GEUID,9V6CWKMD,Successful,Brine,20.62,1.19,5.08,0.0,2023-03-01 12:11:00,2023-03-01 12:21:27.205421082,,10,0.2,False,False,1,3
N9EN0,DC1DE4B7,Cancelled by Merchant,Brine,18.29,1.05,2.74,0.0,2023-03-01 12:13:00,2023-03-01 12:44:57.711789888,Service Downtime,8,0.2,False,False,1,1
3JBRR,7GFPQEQQ,Successful,Brine,15.7,0.9,4.35,0.0,2023-03-01 12:14:00,2023-03-01 12:24:14.321292144,,10,0.2,False,False,1,1
DRFQX,1J2424WZ,Successful,The Gilded Root,62.96,3.62,12.43,0.0,2023-03-01 12:19:00,2023-03-01 12:30:51.995633874,,9,0.2,False,False,1,6
VQKXB,V6RL7GJC,Successful,Aura & Ash,13.07,0.75,3.95,0.0,2023-03-01 12:24:00,2023-03-01 12:34:09.305810868,,6,0.2,True,False,1,1
6UNVS,JDCJEXDX,Successful,The Copper Kettle,12.52,0.72,1.88,0.0,2023-03-01 12:28:00,2023-03-01 12:46:04.563705456,,8,0.12,False,False,1,2
IGATJ,663OH4WL,Cancelled by Merchant,Aura & Ash,10.59,0.61,3.58,0.0,2023-03-01 12:29:00,2023-03-01 12:41:47.477715912,Service Downtime,9,0.2,False,False,1,1
YLURT,OERN3W04,Successful,Sage & Stone,15.09,0.87,7.25,0.0,2023-03-01 12:33:00,2023-03-01 13:13:47.188251948,,7,0.2,False,False,1,1
TLT4Q,3VYNPD2V,Successful,Brine,17.58,1.01,4.63,0.0,2023-03-01 12:33:00,2023-03-01 12:49:43.694196720,,7,0.2,True,False,1,2
9UYG3,IRG29FLV,Successful,Sage & Stone,9.62,0.55,6.43,0.0,2023-03-01 12:42:00,2023-03-01 12:50:50.729851470,,9,0.2,False,False,1,1
G895N,VHX0L7RO,Successful,Vellum,29.79,1.71,4.47,0.0,2023-03-01 12:45:00,2023-03-01 12:52:00.000000000,,10,0.17,False,False,1,2
BOUZY,P58H0HUI,Successful,Crust,9.18,0.53,6.37,1.84,2023-03-01 12:52:00,2023-03-01 13:17:47.787674664,,7,0.2,False,False,1,1
9MYYO,FENK6CNG,Successful,Obsidian Kitchen,67.07,3.86,10.06,0.0,2023-03-01 12:55:00,2023-03-01 13:14:06.499866738,,10,0.17,False,False,1,6
ZSB6Z,4KB06VV8,Successful,Obsidian Kitchen,74.82,4.3,11.22,0.0,2023-03-01 13:02:00,2023-03-01 13:24:17.467916586,,7,0.17,False,False,1,8
1VJ35,L9SA86AO,Successful,Hearthstone House,13.18,0.76,3.97,2.64,2023-03-01 13:03:00,2023-03-01 13:16:17.017360872,,9,0.17,True,False,1,1
RNTDR,B6S1MWQO,Successful,Vellum,24.39,1.4,5.65,0.0,2023-03-01 13:06:00,2023-03-01 13:23:45.760754334,,8,0.17,False,False,1,1
KWD3X,YP9SVZ9E,Successful,Sage & Stone,12.49,0.72,1.87,0.0,2023-03-01 13:10:00,2023-03-01 13:39:49.456706334,,8,0.2,False,False,1,1
KP96A,YR9VNIDR,Successful,Noodle Theory,61.6,3.54,11.23,0.0,2023-03-01 13:28:00,2023-03-01 13:52:44.117214822,,8,0.17,False,False,1,7
Q1426,W8KD19RB,Successful,Vellum,32.62,1.88,6.88,0.0,2023-03-01 13:36:00,2023-03-01 13:45:15.960386796,,9,0.17,True,False,1,3
LWHED,0QS2HK44,Cancelled by Merchant,Hearthstone House,62.66,3.6,9.4,12.53,2023-03-01 13:45:00,2023-03-01 14:08:36.201142068,Weather Downtime,7,0.17,False,False,1,5
D5LXT,599ILS71,Successful,Brine,20.38,1.17,5.05,0.0,2023-03-01 13:53:00,2023-03-01 14:06:48.708262416,,8,0.2,False,False,1,3
1RDNF,PNVJAZ2E,Successful,The Tipsy Artichoke,60.29,3.47,14.03,0.0,2023-03-01 13:55:00,2023-03-01 14:21:39.494115954,,8,0.17,False,False,1,6
LQ6EX,3AX2XU6A,Successful,Salt & Spectacle,51.42,2.96,9.7,0.0,2023-03-01 13:59:00,2023-03-01 14:15:39.325391172,,10,0.2,False,False,1,5
W6BDJ,YA8JB90C,Successful,Marrow,19.09,1.1,4.85,0.0,2023-03-01 14:09:00,2023-03-01 14:46:57.236611920,,4,0.2,False,False,1,1
LD05N,G7E2P3SK,Successful,Obsidian Kitchen,53.95,3.1,11.08,0.0,2023-03-01 14:24:00,2023-03-01 14:45:11.376034014,,8,0.17,False,False,1,5
UO3ZI,CBCQZ91V,Successful,Vellum,27.56,1.58,6.12,5.0,2023-03-01 14:51:00,2023-03-01 15:22:28.152172206,,7,0.17,False,False,1,2
5T6V8,62YW26TR,Successful,Fork in the Road,32.81,1.89,6.91,0.0,2023-03-01 14:51:00,2023-03-01 15:17:36.201785010,,6,0.17,False,False,1,2
1BL6F,EQVZL723,Successful,Kindle & Cane,21.19,1.22,3.18,0.0,2023-03-01 14:55:00,2023-03-01 15:03:33.854624699,,9,0.17,False,False,1,1
G0APS,U43LC6JW,Successful,Sage & Stone,6.27,0.36,0.94,0.0,2023-03-01 15:19:00,2023-03-01 15:26:00.000000000,,9,0.2,False,False,1,1
U1S5N,FY1DP053,Successful,The Tipsy Artichoke,52.76,3.03,12.9,0.0,2023-03-01 15:30:00,2023-03-01 15:45:49.435495836,,9,0.17,False,False,1,4
FS7I1,MG2NOYSD,Successful,Obsidian Kitchen,55.23,3.18,11.27,0.0,2023-03-01 15:43:00,2023-03-01 16:05:13.091068206,,8,0.17,False,False,1,4
HOCN9,95WMGW2A,Successful,The Gilded Root,71.83,4.13,10.77,14.37,2023-03-01 16:00:00,2023-03-01 16:17:09.820126710,,7,0.2,False,False,1,8
OQSOT,X2YCEWLK,Successful,Fork in the Road,28.28,1.63,4.24,0.0,2023-03-01 16:19:00,2023-03-01 16:39:32.960805396,,8,0.17,True,False,1,2
FFZZD,J9VICM3G,Successful,The Tipsy Artichoke,56.06,3.22,13.4,5.0,2023-03-01 16:23:00,2023-03-01 16:43:07.257477372,,8,0.17,False,False,1,6
DBXF9,1MK92XE9,Successful,Flux,19.69,1.13,5.94,0.0,2023-03-01 16:30:00,2023-03-01 16:45:51.321145662,,10,0.12,False,False,1,1
98VWC,VSN5SRKI,Successful,Vellum,37.93,2.18,7.68,0.0,2023-03-01 16:41:00,2023-03-01 16:52:58.397801952,,8,0.17,False,False,1,4
FLIJI,VGCKH7Z3,Cancelled by Merchant,Sage & Stone,7.61,0.44,6.13,0.0,2023-03-01 17:00:00,2023-03-01 17:09:52.681458882,Service Downtime,8,0.2,False,False,1,1
ZYTKW,1R57O504,Successful,Obsidian Kitchen,46.37,2.67,9.95,0.0,2023-03-01 17:01:00,2023-03-01 17:57:48.172496508,,4,0.17,False,False,1,5
ONTDI,S1J6HY97,Successful,Sage & Stone,8.3,0.48,6.24,0.0,2023-03-01 17:02:00,2023-03-01 17:09:00.000000000,,9,0.2,False,False,1,1
PVS7H,GNA0B6NW,Successful,The Tipsy Artichoke,55.15,3.17,13.26,5.0,2023-03-01 17:04:00,2023-03-01 17:12:51.085601706,,9,0.17,False,False,1,5
93DXW,UZFJALJZ,Successful,The Copper Kettle,14.02,0.81,2.1,0.0,2023-03-01 17:23:00,2023-03-01 18:23:21.251245506,,5,0.12,False,False,1,1
QFAF5,6XHGGO6Z,Cancelled by Merchant,Obsidian Kitchen,71.12,4.09,13.66,0.0,2023-03-01 17:24:00,2023-03-01 17:33:48.651835872,Service Downtime,8,0.17,False,False,1,8
541OO,ZYYBDAU8,Cancelled by Zipline,Crust,10.83,0.62,1.62,2.17,2023-03-01 17:32:00,2023-03-01 17:44:24.731824290,Item Out of Stock,8,0.2,False,False,1,1
EHOU6,L7NGTIDM,Successful,Vellum,33.51,1.93,7.02,0.0,2023-03-01 17:33:00,2023-03-01 17:56:06.283373784,,8,0.17,False,False,1,4
FCVED,BQ0U75CN,Successful,Fork in the Road,42.61,2.45,8.38,8.52,2023-03-01 17:34:00,2023-03-01 17:54:54.986037390,,9,0.17,False,False,1,5
9GB9X,RXSFWS02,Successful,Thistle & Thread,9.31,0.54,6.39,0.0,2023-03-01 17:42:00,2023-03-01 18:02:31.361415720,,9,0.2,False,True,1,1
0JG3Y,4Q4VTYK1,Successful,Marrow,23.42,1.35,3.51,0.0,2023-03-01 17:42:00,2023-03-01 18:34:06.000310284,,5,0.2,False,False,1,3
9P3JP,5GAZVVMI,Successful,Vellum,33.49,1.93,7.01,0.0,2023-03-01 17:45:00,2023-03-01 17:55:11.136646158,,9,0.17,False,False,1,3
W1WUD,FDIB0SXG,Successful,Sage & Stone,13.08,0.75,6.95,0.0,2023-03-01 17:51:00,2023-03-01 18:08:56.880117390,,9,0.2,False,False,1,2
U43QL,NDV0XYJ6,Successful,Vellum,34.15,1.96,5.12,0.0,2023-03-01 17:54:00,2023-03-01 18:10:00.540477084,,8,0.17,False,False,1,3
LA100,AI6PARQJ,Successful,Fork in the Road,26.94,1.55,6.03,0.0,2023-03-01 17:56:00,2023-03-01 18:06:35.765594670,,9,0.17,False,False,1,3
9TZE5,PV9YMU6G,Successful,Obsidian Kitchen,59.66,3.43,11.94,0.0,2023-03-01 17:58:00,2023-03-01 18:15:19.214450730,,7,0.17,False,False,1,6
9CNG8,GXRH9W5L,Successful,Aura & Ash,8.71,0.5,3.3,5.0,2023-03-01 17:59:00,2023-03-01 18:20:45.726716454,,9,0.2,False,False,1,1
MQPY6,HAQPKWQZ,Successful,Obsidian Kitchen,49.86,2.87,7.48,0.0,2023-03-01 18:05:00,2023-03-01 18:27:01.849478190,,7,0.17,False,False,1,5
Y4XKS,7PT2TUPT,Successful,Crust,9.97,0.57,1.5,0.0,2023-03-01 18:07:00,2023-03-01 18:35:04.228062072,,9,0.2,False,False,1,1
XI7QO,9XM98LNX,Successful,Marrow,19.26,1.11,2.89,0.0,2023-03-01 18:07:00,2023-03-01 18:31:10.703025918,,5,0.2,False,False,1,2
8LX6D,B7AO6FV5,Successful,Sage & Stone,8.21,0.47,1.23,0.0,2023-03-01 18:14:00,2023-03-01 18:23:56.250355878,,9,0.2,False,False,1,1
JUTFV,WP9JXI9B,Successful,Noodle Theory,30.04,1.73,6.5,0.0,2023-03-01 18:17:00,2023-03-01 18:29:20.829452898,,7,0.17,False,False,1,3
9XKA4,QP77XAZR,Successful,Sage & Stone,10.59,0.61,6.58,0.0,2023-03-01 18:26:00,2023-03-01 18:39:03.396534192,,8,0.2,False,False,1,1
0WBGL,DR0YGMW9,Cancelled by Zipline,Fork in the Road,32.21,1.85,6.82,0.0,2023-03-01 18:26:00,2023-03-01 18:34:21.705517158,Item Out of Stock,9,0.17,False,False,1,2
09ZGN,HCWLMLRT,Cancelled by Zipline,Vellum,32.18,1.85,6.82,0.0,2023-03-01 18:28:00,2023-03-01 18:39:31.588781046,Service Downtime,8,0.17,False,False,1,3
A78E9,YN1LIPUX,Successful,The Tipsy Artichoke,75.97,4.37,16.39,0.0,2023-03-01 18:29:00,2023-03-01 18:38:06.446165346,,8,0.17,False,False,1,8
TDCIT,P8ZLXE0K,Successful,Salt & Spectacle,38.1,2.19,5.72,0.0,2023-03-01 18:33:00,2023-03-01 18:44:51.188006010,,8,0.2,False,False,1,3
AN25W,DMQBTDT0,Successful,Obsidian Kitchen,72.08,4.14,10.81,0.0,2023-03-01 18:34:00,2023-03-01 19:14:06.833935368,,7,0.17,False,False,1,6
1R601,N7PR39AX,Cancelled by Zipline,Obsidian Kitchen,82.41,4.74,12.36,16.48,2023-03-01 18:36:00,2023-03-01 18:51:27.666290250,Service Downtime,8,0.17,False,False,2,9
RB7EI,6E58AVNG,Successful,Hearthstone House,74.4,4.28,14.15,0.0,2023-03-01 18:38:00,2023-03-01 19:14:05.675669970,,6,0.17,False,False,1,7
8TSNC,BWQVORCY,Successful,Kindle & Cane,18.6,1.07,2.79,0.0,2023-03-01 18:38:00,2023-03-01 18:58:15.829542480,,9,0.17,False,False,1,2
51FLM,RX0B3CIP,Cancelled by Merchant,The Copper Kettle,21.81,1.25,5.26,0.0,2023-03-01 18:39:00,2023-03-01 18:51:02.799738648,Service Downtime,8,0.12,False,False,1,2
7GGO4,TB1PPQVQ,Successful,Hearthstone House,46.52,2.67,9.97,0.0,2023-03-01 18:39:00,2023-03-01 18:54:27.689205246,,10,0.17,False,False,1,3
XITIF,E106SYW2,Successful,Fork in the Road,25.94,1.49,5.88,0.0,2023-03-01 18:39:00,2023-03-01 18:46:12.249766782,,8,0.17,False,False,1,1
WZN4X,PCBZTFF6,Successful,Obsidian Kitchen,73.96,4.25,14.08,14.79,2023-03-01 18:40:00,2023-03-01 18:53:56.138900808,,8,0.17,False,False,1,6
71HSS,XHCYEP5Z,Successful,The Copper Kettle,22.8,1.31,5.41,5.0,2023-03-01 18:42:00,2023-03-01 18:50:32.308338150,,10,0.12,False,False,1,2
FVB71,60JD9J9A,Successful,Fork in the Road,23.04,1.32,5.45,0.0,2023-03-01 18:44:00,2023-03-01 19:06:10.913378238,,7,0.12,True,False,1,3
V283B,QY8LBKYY,Cancelled by Merchant,Kindle & Cane,15.51,0.89,4.32,5.0,2023-03-01 18:48:00,2023-03-01 19:01:13.853483910,Service Downtime,10,0.17,False,False,1,2
IMJYJ,CR2L6BGR,Successful,Kindle & Cane,14.11,0.81,2.12,2.82,2023-03-01 18:48:00,2023-03-01 19:02:07.709899895,,7,0.17,False,False,1,2
TIEHC,FZQMJG2F,Successful,Thistle & Thread,24.22,1.39,5.62,0.0,2023-03-01 18:51:00,2023-03-01 19:04:20.612656152,,8,0.12,False,True,1,1
TT3IM,US3G19KW,Successful,The Copper Kettle,21.69,1.25,5.24,0.0,2023-03-01 18:56:00,2023-03-01 19:21:46.178193372,,7,0.12,False,False,1,3
LLQLL,M4R8MYYA,Successful,Fork in the Road,28.21,1.62,6.22,0.0,2023-03-01 19:02:00,2023-03-01 19:12:32.339663411,,10,0.17,False,False,1,2
EQFGA,QWF3NWV6,Successful,The Copper Kettle,26.95,1.55,6.03,5.0,2023-03-01 19:02:00,2023-03-01 19:12:11.811426720,,10,0.12,False,False,1,2
JJJKS,L2CS7P05,Successful,Hearthstone House,61.53,3.54,9.23,0.0,2023-03-01 19:02:00,2023-03-01 19:21:31.034656392,,8,0.17,False,False,1,6
FANS0,K1MPLA10,Successful,Hearthstone House,45.65,2.62,6.85,0.0,2023-03-01 19:04:00,2023-03-01 19:32:18.513223428,,7,0.17,False,False,1,5
FRML2,NJSO3ZF4,Successful,Brine,12.25,0.7,1.84,0.0,2023-03-01 19:05:00,2023-03-01 19:24:24.426422046,,9,0.2,False,False,1,1
SXPK4,5Q1PX6HX,Cancelled by Merchant,Vellum,33.59,1.93,5.04,0.0,2023-03-01 19:06:00,2023-03-01 19:55:04.726211610,Fulfillment Failure,7,0.17,False,False,1,3
OAE52,H8CMD3JB,Successful,Sage & Stone,9.06,0.52,6.35,5.0,2023-03-01 19:08:00,2023-03-01 19:18:18.450554256,,10,0.2,False,False,1,1
YCZ04,ORQI6OSD,Successful,The Copper Kettle,19.44,1.12,2.92,3.89,2023-03-01 19:09:00,2023-03-01 19:16:00.000000000,,8,0.12,False,False,1,1
Z8DU9,VNF751VU,Successful,The Gilded Root,52.56,3.02,7.88,0.0,2023-03-01 19:10:00,2023-03-01 19:41:28.286029878,,8,0.2,False,False,1,4
LCG1J,FO1CDHI6,Successful,Sage & Stone,12.86,0.74,6.92,0.0,2023-03-01 19:16:00,2023-03-01 19:31:13.881858738,,9,0.2,False,False,1,1
G1CJ8,LX5RYIAR,Successful,Vellum,35.06,2.02,7.25,5.0,2023-03-01 19:18:00,2023-03-01 19:38:49.034891154,,9,0.17,False,False,1,3
1CNAQ,X0JYD1CS,Successful,Brine,19.61,1.13,4.93,0.0,2023-03-01 19:19:00,2023-03-01 19:44:14.033076696,,7,0.2,False,False,1,1
2CQBY,PFF2XZDT,Successful,The Willow Snug,19.51,1.12,2.93,0.0,2023-03-01 19:21:00,2023-03-01 19:32:30.304710576,,6,0.2,False,False,1,2
IKQWJ,I7WA78V3,Successful,Kindle & Cane,21.15,1.22,5.16,4.23,2023-03-01 19:21:00,2023-03-01 19:35:14.907818808,,8,0.17,False,False,1,3
YZ7SR,2KJ0AEFE,Successful,The Willow Snug,25.27,1.45,3.79,0.0,2023-03-01 19:26:00,2023-03-01 19:59:03.939815082,,7,0.2,False,False,1,3
LUOAY,PEGTCZ9B,Successful,Aura & Ash,10.17,0.58,3.52,5.0,2023-03-01 19:32:00,2023-03-01 19:50:41.125240476,,7,0.2,False,False,1,1
8RERV,UVERI56X,Cancelled by Merchant,Flux,17.7,1.02,5.65,0.0,2023-03-01 19:41:00,2023-03-01 19:56:03.559873026,Weather Downtime,8,0.12,False,False,1,1
YWS3N,RD5D7VKC,Successful,Flux,15.18,0.87,5.27,3.04,2023-03-01 19:43:00,2023-03-01 20:06:47.200127556,,8,0.12,False,False,1,2
Y4XKS,FXSW3HCD,Successful,Kindle & Cane,19.66,1.13,2.95,0.0,2023-03-01 19:45:00,2023-03-01 20:12:04.033744284,,8,0.17,False,False,1,2
XMXB9,XTJBLDWV,Successful,Crust,7.6,0.44,6.13,0.0,2023-03-01 19:51:00,2023-03-01 19:58:00.000000000,,8,0.2,False,False,1,1
